las vegas,nv|las vegas,nv|0.0
las vegas,nv|homestead,pa|3096.427762767627
las vegas,nv|streetsboro,oh|2973.0687796556003
las vegas,nv|fort mill,sc|3085.380665618997
las vegas,nv|glendale,az|397.915128071578
las vegas,nv|cornelius,nc|3081.8539535289938
las vegas,nv|sun prairie,wi|2344.8150142413656
las vegas,nv|champaign,il|2388.190944505367
las vegas,nv|laveen,az|413.64360150844516
las vegas,nv|urbana,il|2391.246315142424
las vegas,nv|brunswick,oh|2931.500654404602
las vegas,nv|cuyahoga falls,oh|2961.5022731272297
las vegas,nv|stow,oh|2965.192453039989
las vegas,nv|bridgeville,pa|3079.8907842344342
las vegas,nv|north olmsted,oh|2924.7596287897127
las vegas,nv|cave creek,az|389.94033190814605
las vegas,nv|belmont,nc|3071.6246834941694
las vegas,nv|chagrin falls,oh|2969.657868091045
las vegas,nv|scottsdale,az|418.4871965864244
las vegas,nv|stoughton,wi|2339.2089651415727
las vegas,nv|indian trail,nc|3108.298028248136
las vegas,nv|pittsburgh,pa|3089.1346747553234
las vegas,nv|mcmurray,pa|3082.534158190523
las vegas,nv|boulder city,nv|35.04657932335731
las vegas,nv|peoria,az|391.26546091710316
las vegas,nv|tolleson,az|400.8509961906629
las vegas,nv|litchfield park,az|391.2778191779451
las vegas,nv|davidson,nc|3128.332917835018
las vegas,nv|woodmere,oh|2961.8003301594727
las vegas,nv|northfield,oh|2957.763817645128
las vegas,nv|irwin,pa|3114.7677457292134
las vegas,nv|sun city,az|387.73480117846054
las vegas,nv|charlotte,nc|3089.27643752446
las vegas,nv|willoughby,oh|2968.137417493478
las vegas,nv|fountain hills,az|422.52900043846523
las vegas,nv|north las vegas,nv|0.0
las vegas,nv|verona,wi|2315.334012350277
las vegas,nv|sun city west,az|378.1116496628784
las vegas,nv|strongsville,oh|2932.034508968123
las vegas,nv|wickliffe,oh|2964.1870221759455
las vegas,nv|rocky river,oh|2931.8533508940254
las vegas,nv|goodyear,az|396.2349159634333
las vegas,nv|independence,oh|2948.6115105621057
las vegas,nv|mckees rocks,pa|3083.1012885969226
